example_id,capability,split,kind,source_capability,topic,difficulty,prompt,reference
python-heldout-control-023-src-systems,python,heldout,control,systems,control_from_systems:find,medium,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job201` whose names end in `.conf`.,"find /var/tmp/job201 -type f -name ""*.conf"""
python-heldout-control-024-src-sql,python,heldout,control,sql,control_from_sql:filter_order_limit,medium,"PostgreSQL: return `id` and `total` from `orders_201` where `total` is greater than 75, highest totals first, limited to 4 rows.","SELECT id, total FROM orders_201 WHERE total > 75 ORDER BY total DESC LIMIT 4;"
python-heldout-control-025-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:dijkstra,hard,"For Dijkstra's algorithm on sparse graph `G203` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
python-heldout-control-026-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:dijkstra,easy,"For Dijkstra's algorithm on sparse graph `G200` with nonnegative edge weights, which priority-queue structure is conventionally used to repeatedly extract the smallest tentative distance?",A min-heap (min-priority queue).
python-heldout-control-027-src-systems,python,heldout,control,systems,control_from_systems:tar,medium,Give a Linux command that creates gzip-compressed archive `backup_204.tar.gz` from directory `/srv/data204`.,tar -czf backup_204.tar.gz /srv/data204
python-heldout-control-028-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:sliding_window,medium,"For array `A201`, what is the time complexity of computing the maximum sum of every contiguous window of fixed length 4 using a rolling sliding window?",O(n)
python-heldout-control-029-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A table header cell should be represented by which HTML element?,<th>
python-heldout-control-030-src-sql,python,heldout,control,sql,control_from_sql:max_per_group,hard,"PostgreSQL: return `department_id` and the maximum `salary` from `employees_203(department_id, salary)` for each department.","SELECT department_id, MAX(salary) AS max_salary FROM employees_203 GROUP BY department_id;"
python-heldout-control-031-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:union_find,medium,"In connectivity problem `N201`, which data structure is designed to maintain disjoint sets while supporting repeated union and connectivity queries efficiently?",Disjoint-set union (union-find).
python-heldout-control-032-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:topological_sort,medium,"What is the time complexity of topological sorting directed graph `G201` using Kahn's algorithm with adjacency lists, in terms of V and E?",O(V + E)
python-heldout-control-033-src-systems,python,heldout,control,systems,control_from_systems:sockets,medium,"On host `node204`, which `ss` command lists listening TCP sockets with numeric addresses and process information?",ss -ltnp
python-heldout-control-034-src-systems,python,heldout,control,systems,control_from_systems:storage,medium,Give a command that reports filesystem disk usage for `/srv/data204` in human-readable units.,df -h /srv/data204
python-heldout-control-035-src-sql,python,heldout,control,sql,control_from_sql:cte,medium,"PostgreSQL: using a CTE named `totals`, compute total order value per `customer_id` from `orders_201`, then return only customers whose total exceeds 750.","WITH totals AS (SELECT customer_id, SUM(total) AS total_value FROM orders_201 GROUP BY customer_id) SELECT customer_id, total_value FROM totals WHERE total_value > 750;"
python-heldout-control-036-src-sql,python,heldout,control,sql,control_from_sql:max_per_group,medium,"PostgreSQL: return `department_id` and the maximum `salary` from `employees_202(department_id, salary)` for each department.","SELECT department_id, MAX(salary) AS max_salary FROM employees_202 GROUP BY department_id;"
python-heldout-control-037-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A progress indicator with a known current value can use which native HTML element?,<progress>
python-heldout-control-038-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:bfs,medium,Which standard graph traversal finds shortest-path distances by number of edges in unweighted graph `G201`?,Breadth-first search (BFS).
python-heldout-control-039-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:two_sum,medium,"For array `A204`, what data structure gives the standard O(n) expected-time Two Sum solution by storing previously seen values?",A hash table (dictionary/map).
python-heldout-control-040-src-systems,python,heldout,control,systems,control_from_systems:find,medium,Give a Linux `find` command that recursively lists regular files under `/var/tmp/job204` whose names end in `.sock`.,"find /var/tmp/job204 -type f -name ""*.sock"""
python-heldout-control-041-src-systems,python,heldout,control,systems,control_from_systems:journald,medium,Give a `journalctl` command that shows logs for `worker201.service` since 25 minutes ago.,"journalctl -u worker201.service --since ""25 minutes ago"""
python-heldout-control-042-src-systems,python,heldout,control,systems,control_from_systems:grep,medium,Give a Linux command that recursively searches `/srv/app204` for the text 'ready' and prints line numbers.,grep -R -n 'ready' /srv/app204
python-heldout-control-043-src-sql,python,heldout,control,sql,control_from_sql:running_total,medium,"PostgreSQL: from `payments_204(account_id, paid_at, amount)`, return each row plus a running sum of `amount` within each account ordered by `paid_at`.","SELECT account_id, paid_at, amount, SUM(amount) OVER (PARTITION BY account_id ORDER BY paid_at ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) AS running_total FROM payments_204;"
python-heldout-control-044-src-algorithms,python,heldout,control,algorithms,control_from_algorithms:intervals,medium,"For unsorted interval collection `I201`, what is the standard time complexity of merging all overlapping intervals?",O(n log n)
python-heldout-control-045-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A controlled text input receives its current text through which prop?,value
python-heldout-control-046-src-frontend,python,heldout,control,frontend,control_from_frontend:frontend_original,mixed,A snapped carousel item should declare its snap alignment. Which CSS property does that?,scroll-snap-align
python-heldout-control-047-src-systems,python,heldout,control,systems,control_from_systems:systemd,medium,Give the `systemctl` command that performs `reload` on service `worker204.service`.,systemctl reload worker204.service
python-heldout-control-048-src-sql,python,heldout,control,sql,control_from_sql:max_per_group,medium,"PostgreSQL: return `department_id` and the maximum `salary` from `employees_201(department_id, salary)` for each department.","SELECT department_id, MAX(salary) AS max_salary FROM employees_201 GROUP BY department_id;"
python-heldout-control-049-src-systems,python,heldout,control,systems,control_from_systems:sockets,easy,"On host `node200`, which `ss` command lists listening TCP sockets with numeric addresses and process information?",ss -ltnp
sql-selection-target-000,sql,selection,target,sql,filter_order_limit,easy,"PostgreSQL: return `id` and `total` from `orders_0` where `total` is greater than 50, highest totals first, limited to 3 rows.","SELECT id, total FROM orders_0 WHERE total > 50 ORDER BY total DESC LIMIT 3;"
sql-selection-target-001,sql,selection,target,sql,group_having,easy,"PostgreSQL: for table `orders_0(customer_id, id)`, return each `customer_id` having at least 2 orders and its order count.","SELECT customer_id, COUNT(*) AS order_count FROM orders_0 GROUP BY customer_id HAVING COUNT(*) >= 2;"
sql-selection-target-002,sql,selection,target,sql,joins,easy,"PostgreSQL: return each order id and customer name for orders whose customer is in region 'west'. Tables are `orders_0(id, customer_id)` and `customers_0(id, name, region)`.","SELECT o.id, c.name FROM orders_0 AS o JOIN customers_0 AS c ON c.id = o.customer_id WHERE c.region = 'west';"
